movieNm,openDt,view
유리씨즈,19751227,13589
유리의 꽃과 부수는 세계,20160421,8028
유리정원,20171025,22752
유스,20160107,87265
유신의 추억-다카키 마사오의 전성시대,20121122,1045
유실물,20060727,284426
유아 낫 유,20150121,17372
유아 넥스트,20140807,12714
유어 러브 송,20220316,3478
유어 아이즈 텔,20210311,3375
유열의 음악앨범,20190828,1245540
유오성의 7인의 암살단,20140716,1537
유윌 미스 미,20100211,5384
유전,20180607,181477
유주얼 서스펙트,19960127,7133
유체이탈자,20211124,818930
유키와 니나,20100715,1439
유투 3D,20110929,2149
유혹의 기술,20140123,5031
유황도의 모래,19710317,1856
유희왕,20100128,140620
육체의 약속,19750726,1827
육혈포 강도단,20100318,1214237
윤희에게,20191114,123553
은교,20120425,1346511
은밀하게 위대하게,20130605,6959083
은밀하게 위대하게 (확장판),20130805,4738
은밀한 가족,20140410,1045
은밀한 유혹,20150604,145697
은어,20110929,1944
은하수를 여행하는 히치하이커를 위한 안내서,20050826,20292
은하철도의 꿈,20150409,4973
은하해방전선,20071129,5228
은혼,20171207,18420
은혼 더 파이널,20210722,35126
은혼2: 규칙은 깨라고 있는 것,20181213,4650
을화,19790928,5170
음란서생,20060223,2304368
음모자,20110630,34625
음모자들,20140612,1407
음치 클리닉,20121129,338168
응징자,20131030,192347
"의궤, 8일간의 축제 3D",20140417,7956
의뢰인,20110929,2393103
의형제,20100204,5416923
이 멋진 세계에 축복을! 붉은 전설,20200206,18236
이 세상의 한구석에,20171116,1697
이 안에 외계인이 있다,20210203,3265
이것이 우리의 끝이다,20140626,2941
이고르와 학의 여행,20130801,1784
이그잼,20101111,2217
이글 아이,20081009,2292172
이끼,20100714,3350311
이노센스,20041008,26116
이누야시키 : 히어로 VS 빌런,20200422,7565
이니셜 D,20060301,10166
이니시에이션 러브,20160317,4113
이다,20150218,17700
이대근 이 댁은,20070501,9960
"이대로, 죽을 순 없다(Short Time)",20050818,679352
이도공간,20030605,6309
이디야와 얼음왕국의 전설,20140227,18179
이레셔널 맨,20160721,19287
이레이저 헤드,19960713,1542
이로도리 인생2막,20130927,2812
이리,20081113,2241
이리나 팜,20070809,1693
이모티: 더 무비,20170802,40372
이미테이션 게임,20150217,1744213
이민자,20120412,3351
이민자,20150903,17046
이번엔 잘 되겠지,20210708,14677
이별,19730911,5350
이별계약,20130620,18343
이별까지 7일,20150115,7097
이별의 아침에 약속의 꽃을 장식하자,20180719,39456
이보다 더 좋을 순 없다,19980314,3378
이브 생 로랑,20140626,21298
이브 생 로랑의 라무르,20110421,5853
이브닝,20071122,12894
이상한 나라의 수학자,20220309,532743
이상한 나라의 앨리스,20100304,2147012
이스케이프,20151105,47760
이스케이프 게임,20191011,22451
이스케이프 룸,20190314,563114
이스케이프 룸 2: 노 웨이 아웃,20210714,223313
이스케이프 플랜,20131205,292892
이스케이프 플랜 2: 하데스,20181108,6431
이스케이프 플랜 3,20190904,1276
이스턴 프라미스,20081211,22615
이연걸의 히트맨,19990410,5970
이온 플럭스,20060622,61817
이웃사람,20120822,2434435
이웃사촌,20201125,431559
이웃집 남자,20100318,1188
이웃집 스타,20170921,10854
이웃집 야마다군,20060608,2979
이웃집 좀비,20100218,2807
이웃집 토토로,20010728,162737
이웃집에 신이 산다,20151224,98085
이월,20190130,1783
이유없는 반항,19710326,7107
이장,20200325,5321
이장과 군수,20070329,1179661
이조 여인잔혹사,19690502,4008
이차크의 행복한 바이올린,20181220,16345
이층의 악당,20101124,596864
이케아 옷장에서 시작된 특별난 여행,20190718,15627
이퀄스,20160831,68902
이클립스,20100707,2069546
이타미 준의 바다,20190815,23579
이탈리아 횡단밴드,20120920,5983
이태원,20191205,3448
이태원 살인사건,20090910,531023
이터너티,20170518,4647
이터널 선샤인,20051110,506609
이터널스,20211103,3050514
이토록 뜨거운 순간,20071220,10607
이티,19840623,8039
이티피 페스티벌 08X09 서태지,20130503,2764
이파네마 소년,20101104,3436
이프 온리,20041029,1021632
익사일,20070705,2279
익스트림 No.13,20121003,12410
익스트림 파이트 클럽,20180502,2782
익스펜더블,20100819,390458
익스펜더블 2,20120906,444456
익스펜더블 3,20140820,152033
인 굿 컴퍼니,20050826,185406
인 더 컷,20040430,26973
인 더 하우스,20130704,18018
인 더 하이츠,20210630,52028
인 디 아일,20181122,10301
인 디 에어,20100311,52800
인 디스 월드,20050707,8316
인 블룸,20080925,25825
인 어 베러 월드,20110623,49109
인 타임,20111027,616943
인 허 플레이스,20151217,1610
인간중독,20140514,1441990
인게이지먼트,20050311,31214
인도차이나,19920711,1492
인디아나 존스 4 : 크리스탈 해골의 왕국,20080522,4111753
인디애니박스:셀마의 단백질 커피,20080620,3039
인디펜던스 데이 : 리써전스,20160622,1500830
인랑,20180725,899029
인랜드 엠파이어,20070726,5371
인류멸망 보고서,20120411,97916
인면어: 저주의 시작,20190814,6290
인민을 위해 복무하라,20220223,79105
인베이젼,20070920,556157
인베이젼 2020,20200701,22268
인보카머스,20140821,69786
인비저블 게스트,20170921,96953
인비저블 라이프,20200624,6358
인비저블맨,20200226,575043
인사동 스캔들,20090429,1187684
인사이드 르윈,20140129,106730
인사이드 맨,20060421,295895
인사이드 아웃,20150709,4969735
인사이드잡,20110519,5741
인생 후르츠,20181206,70626
인생면허시험,20151029,2325
인생은 아름다워,19990306,127567
인생을 애니메이션처럼,20170927,3505
인서전트,20150325,282707
인셉션,20100721,5998647
인셉션+이끼+마법사의 제자,20100721,1839
인시디어스,20120913,52153
인시디어스 3,20150709,825517
인시디어스4: 라스트 키,20180131,554521
인시디어스: 두번째 집,20131205,577758
인어 공주,20040630,437250
인어가 잠든 집,20220128,7819
인어공주,19911221,5664
인어공주 : 새로운 모험의 시작,20161103,32624
인어전설,20181115,1282
인질,20210818,1638439
인천상륙작전,20160727,7051237
인천상륙작전 : 익스텐디드 에디션(확장판),20160913,27070
인천스텔라,20210325,3772
인카네이트,20170525,18028
인퀴지터: 엘도라도의 저주,20181204,4477
인크레더블,20041215,898773
인크레더블 2,20180718,3033105
인크레더블 헐크,20080612,991417
인터내셔널,20090226,237869
인터뷰,20080320,2289
인터스텔라,20141106,10326240
인터프리터,20050422,269511
인턴,20150924,3611166
인투 더 미러,20210217,4506
인투 더 스톰,20140828,2078825
인투 더 썬,20050520,1013
인트로덕션,20210527,6214
인퍼머스,20201111,2499
인페르노,20161019,689071
인피니트 콘서트 세컨드 인베이전 에볼루션 더 무비 3D,20121018,39577
인피니티 포스 : 독수리오형제 최후의 심판,20181018,2059
인필트레이터 : 잠입자들,20161006,7735
인헤리턴스,20200625,3434
인형사,20040730,214709
일 트로바토레,20140920,1053
일 트로바토레,20160116,3044
일 트로바토레,20200112,1707
일 트로바토레 잘츠부르크 페스티벌,20150725,1687
일 포스티노,19960309,15260
일곱 개의 대죄 : 천공의 포로,20181129,10806
일곱난쟁이,20141224,227586
일대고수,20140227,1020
일대일,20140522,10142
일대종사,20130822,102412
일라이,20100415,219196
일렉트릭 미스트,20091217,2364
일루미나타,20071227,3663
일루셔니스트,20070308,567729
일루셔니스트,20110616,16884
일만명의 성자들,20160421,1950
일본인디필름 페스티벌 리턴즈,20070628,47642
일본침몰,20060831,773025
일본패망하루전,20160811,1655
일사각오,20160317,94825
일일시호일,20190117,42112
일주일간 친구,20171228,2508
일탈여행: 프라이빗 아일랜드,20130829,3460
잃어버린 도시 Z,20170921,47088
잃어버린 세계를 찾아서,20081217,1439506
잃어버린 세계를 찾아서,20191009,21897
잃어버린 세계를 찾아서 2: 신비의 섬,20120119,1149628
잃어버린 얼굴 1895,20210224,9558
임금님의 사건수첩,20170426,1635003
임신한 나무와 도깨비,20220127,2686
임을 위한 행진곡,20180516,18039
임피 원더랜드 가다,20090611,34474
입술은 안돼요,20070906,2296
잇 컴스 앳 나잇,20171019,8942
잉글랜드 이즈 마인,20180705,10092
잉글리쉬 페이션트,19970315,23593
잉여들의 히치하이킹,20131128,29497
잉크하트 : 어둠의 부활,20090129,560588
잉투기,20131114,18186
잊혀진 가방,20100729,8957
잊혀진 꿈의 동굴,20130110,5024
"자, 이제 댄스타임",20140626,1411
자객 섭은낭,20160204,15878
자마,20210826,2917
자백,20161013,144390
자산어보,20210331,342538
자유 결혼,19581014,3000
자유부인,19560609,2657
자유부인 '81,19810613,8712
자유의 언덕,20140904,39335
자이언트,19740228,10895
자이언트 몽키,20140827,1108
자전거 탄 소년,20120119,25641
자전차왕 엄복동,20190227,172212
자칼이 온다,20121115,210278
자토이치,20040130,24634
자투라:스페이스 어드벤쳐,20060223,50217
작가 미상,20200220,13696
작별,20080327,1439
작업의 정석,20051221,1853623
작은 빛,20200123,2265
작은 소망,20200813,8053
작은 아씨들,20200212,864822
작은 연못,20100415,46428
작은 영웅 데스페로,20090212,436167
작은 형,20161130,1853
작전,20090212,1517096
작전명 발키리,20090122,1784165
잔나비 판타스틱 올드패션드 리턴즈! x 넌센스 Ⅱ,20210909,16704
잔다라 더 피날레,20140501,1546
잔다라: 더 비기닝,20130905,2502
잔예 - 살아서는 안되는 방,20160707,41247
잔칫날,20201202,11250
잔혹한 출근,20061102,348508
잘 살아보세,20060928,236799
잘 알지도 못하면서,20090514,39984
잘나가는 그녀에게 왜 애인이 없을까,20080306,5285
잘리카투,20210805,4396
잘못된 만남,20080710,47555
잠 못 드는 밤,20130530,2273
잠깐만 회사 좀 관두고 올게,20171019,35529
잠베지아: 신비한 나무섬의 비밀,20121225,472692
잠복근무,20050317,1533225
잠수종과 나비,20080214,27381
잠자는 숲속의 미녀와 야수,20140715,1811
잡스,20130829,225343
잡식가족의 딜레마,20150507,7253
잡아야 산다,20160107,55011
장 르누아르 특별전-황금마차,20080309,1870
장 피에르 멜빌 회고전,20071218,1668
장강7호 : 내친구 마법요정,20130822,5119
장고 인 멜로디,20180301,1174
장고:분노의 추적자,20130321,262137
장군의 아들,19900609,2974
장기왕 : 가락시장 레볼루션,20170202,1251
장난감이 살아있다,20160907,143100
장난스런 키스,20190327,428323
장르만 로맨스,20211117,518491
장마,20200227,1962
장미빛 인생,19940806,2108
장미의 이름,19890603,5861
장민호 드라마 최종회,20220124,11687
장사리 : 잊혀진 영웅들,20190925,1140876
장산범,20170817,1306438
장수상회,20150409,1167088
"장화, 홍련",20030613,2769
장화신은 고양이,20120112,2080445
장화신은 고양이 디 오리지널,20120503,4947
재꽃,20170706,5428
재스퍼,20110817,9753
재심,20170215,2421197
재춘언니,20220331,4250
재키,20170125,26909
재키 브라운,19980516,2396
재키 앤 라이언,20151119,3011
재혼의 기술,20191017,1535
잭 더 자이언트 킬러,20130228,956154
잭 라이언 : 코드네임 쉐도우,20140116,327589
잭 리처,20130117,784031
잭 리처: 네버 고 백,20161130,612328
잭 인 더 박스,20220512,1265
쟈니 잉글리쉬2 : 네버다이,20111102,37823
저 산 너머,20200430,103534
저 하늘에도 슬픔이,20070517,29129
저녁의 게임,20091029,3449
저니스 엔드,20181128,4861
저속희극,20131031,5105
저수지 게임,20170907,125562
저수지에서 건진 치타,20071025,2500
저수지의 개들,19960323,3066
저스트 라이크 헤븐,20051201,259980
저스트 어 이어,20130530,6312
저스트 프렌드,20061207,236759
저스트 프렌즈,20120503,1038
저스티스,20120315,44546
저스티스 리그,20171115,1786386
저스틴,20131231,266475
저지 걸,20040409,91127
저지드레드 3D,20121206,48795
적과의 동침,20110427,243094
적도,20150528,3778
적도의 꽃,19831029,1269
적벽대전 2 : 최후의 결전,20090122,2694436
적벽대전:거대한 전쟁의 시작,20080710,1572064
적인걸2 : 신도해왕의 비밀,20131002,47179
적인걸: 측천무후의 비밀,20101006,459955
적호서생,20210429,4374
전국: 천하영웅의 시대,20130516,2938
전국노래자랑,20130501,978413
전망 좋은 집,20121025,1461
전망 좋은 하우스 - 관음적 욕망,20131121,5390
전망좋은 방,19890624,15628
전설의 고향,20070523,352518
전설의 주먹,20130410,1744585
전야,20210603,1568
전우치,20091223,6065474
전우치+아바타+셜록 홈즈,20091223,2310
전원사형,20190513,25816
전장의 묵시록,20140917,1121
전장의 피아니스트,20220106,1968
전쟁과 평화,19770927,15504
전차남,20060907,27207
전투왕,20220217,6034
전투의 매너,20080417,1788
젊은이의 양지,19721028,10144
젊은이의 양지,20201028,5313
점박이 한반도의 공룡2 : 새로운 낙원,20181225,550147
점박이:한반도의 공룡3D,20120126,1051710
점쟁이들,20121003,953682
점퍼,20080214,1665268
접속,19970913,1854
정글,20180531,3043
정글 크루즈,20210728,251071
정글번치 : 빙산으로의 귀환,20131002,66219
정글번치: 너구리 해적단과 보물지도,20150625,38219
정글번치: 최강 악당의 등장,20180419,37343
정글북,20160609,2537438
정글북,20170518,9891
정글북: 마법 원정대,20190321,25419
정글히어로,20141002,72047
정말 먼 곳,20210318,11156
정무문,19730727,9597
정무문 : 100대 1의 전설,20110622,117141
정브르의 동물일기,20210224,1436
정사,20141030,2283
정사 : 두 여자와의 로맨스,20130419,1657
정사2013,20140102,5172
정승필 실종사건,20091008,318852
정원을 그리다 : 모네에서 마티스까지,20171026,3441
정직한 후보,20200212,1538308
제 4회 롯데시네마 삼색 영화제,20071126,2966
제 4회 서울국제가족영상축제(SIFFF2010),20101027,1772
제 5침공,20160225,135874
제 7기사단,20150910,10710
제10회 메가박스 유럽영화제,20091021,8188
제1회 서울국제건축영화제,20091119,1766
제2회 CGV-바자패션필름페스티벌,20100901,3916
제2회 메가박스 일본영화제[2005.11.10-11.24],20051110,9068
제3의 사나이,20080809,2238
제3의 사랑,20160519,8206
제3회 롯데시네마 삼색아트필름전[2006.11.27-12.06],20061127,1775
제4 이노베이터,20141218,4555
제5회 미장센단편영화제(2006),20060629,5864
제5회프랑스영화제 15편(2005.5.25_6.12),20050526,3617
제6회 서울유럽영화제[2005.10.26-10.30],20051026,9045
제6회 서울환경영화제,20090521,1880
제7의 봉인,20120510,3410
제7회 미장센단편영화제(2008),20080626,5266
제7회 서울기독교영화제,20090917,1433
제7회 서울환경영화제[2010.05.19-05.26],20100519,1990
제8회 기독교 영화제,20101021,1454
제8회 멕시코 영화제,20070709,38155
제네시스: 세상의 소금,20150226,7637
제노바,20091119,4654
"제니, 주노",20050218,216516
제독의 연인,20090423,44765
제로 다크 서티,20130307,109127
제로 포커스,20100325,12065
제로법칙의 비밀,20140814,5310
제리 맥과이어,19970201,5519
제미니 맨,20191009,388185
제보자,20141002,1755221
제이니 존스,20120823,3794
제이슨 본,20160727,2611966
제이티 르로이,20210121,2480
제인 구달,20141127,3251
제인 도,20170823,23469
제인 에어,20110420,136949
제인의 썸머,20200618,2182
"제자, 옥한흠",20141030,50392
"제자도 - 제자,옥한흠2",20161110,9533
제프 벡 로니스콧 라이브,20100722,1346
젝스키스 에이틴,20180118,50419
젠틀맨,20200226,81482
젤리 피쉬,20080814,5001
조,20140703,1789
조,20190711,17048
조금만 더 가까이,20101028,11966
"조금씩, 천천히 안녕",20200527,5960
조난자들,20140306,13190
조디악,20070815,176591
조류인간,20150226,2742
조선마술사,20151230,628576
조선명탐정 : 각시투구꽃의 비밀,20110127,4786259
조선명탐정 : 사라진 놉의 딸,20150211,3872015
조선명탐정: 흡혈괴마의 비밀,20180208,2444136
조선미녀삼총사,20140129,480361
조용한 세상,20061214,161142
조용한 열정,20171123,4925
조용한 혼돈,20090827,4175
조이,20160310,172253
조작된 도시,20170209,2515650
조제,20201210,212439
"조제, 호랑이 그리고 물고기들",20041029,76019
"조제, 호랑이 그리고 물고기들",20210331,25866
조조 래빗,20200205,112136
조조-황제의 반란,20121018,75301
조지 해리슨,20120719,3863
조커,20191002,5255308
조폭마누라3,20061228,1468191
족구왕,20140821,47609
족벌 두 신문 이야기,20210101,1705
존 라베 : 난징 대학살,20140320,1184
존 레논 비긴즈-노웨어 보이,20101209,12104
존 레논 컨피덴셜,20080731,3241
존 윅,20150121,122310
존 윅 - 리로드,20170222,279454
존 윅 3: 파라벨룸,20190626,1007383
존 윅: 특별판,20170330,9238
존 카터: 바숨 전쟁의 서막,20120308,838126
존 휴스턴 회고전-미스터 앨리슨,20080315,1810
존 휴스턴 회고전-비트 더 데블,20080315,1168
존경하고 사랑하는 국민여러분,20220127,2372
존과 맥의 요상한 우주여행,20191224,1675
졸업,19710619,5841
졸업,20191107,1590
졸트,20211014,2056
좀비랜드: 더블 탭,20191113,136883
좀비스쿨,20140925,7722
종려나무 숲,20050915,14323
종로의 기적,20110602,7894
종이 달,20150723,24444
종이꽃,20201022,7477
종착역,20210923,5156
좋아서 만든 영화,20091217,1589
좋아하게 되는 그 순간을 ~고백실행위원회~,20170622,6951
좋아해,20061116,1715
"좋아해, 너를",20170914,31367
좋아해줘,20160217,848395
"좋은 놈, 나쁜 놈, 이상한 놈",20080717,6686075
"좋은 빛, 좋은 공기",20210428,9631
좋은 사람,20210909,11851
좋은 친구들,20130328,1393
좋은 친구들,20140710,407323
좋지 아니한가,20070301,306470
죄 많은 소녀,20180913,22042
죠스,19780422,1285
주노,20080221,67968
주디,20200325,92466
주리,20130307,1357
주먹왕 랄프,20121219,919202
주먹왕 랄프 2: 인터넷 속으로,20190103,1758891
주먹이 운다(Crying Fist),20050401,1462972
주문은 토끼입니까?? ~디어 마이 시스터~,20180118,17602
주문진,20100121,66098
주식회사 스페셜액터스,20200806,3813
주온 : 끝의 시작,20140716,411075
주온-원혼의 부활,20090709,303473
주온: 더 파이널,20151001,61130
주유소 습격사건 2,20100121,729834
주윤발의 도성풍운,20140306,1556
주전장,20190725,40131
주키퍼스 와이프,20171012,11888
주토피아,20160217,4706158
주피터 어센딩,20150205,309842
주피터스 문,20180802,5302
주홍글씨,20041029,1030668
죽거나 혹은 나쁘거나,20000715,1971
죽어도 좋은 경험: 천사여 악녀가 되라,20210715,1458
죽어도 해피엔딩,20070822,181186
죽여주는 여자,20161006,121594
죽은 시인의 사회,19900519,62030
죽은 자의 제국,20160225,2604
죽을 때까지,20210909,1047
죽음의 숲-어느날 갑자기 네번째 이야기,20060817,3241
죽이고 싶은,20100826,130784
죽이는 여자,20200823,8858
죽지않는 인간들의 밤,20200929,104034
죽지않아,20130808,1426
준벅,20070628,5721
줄 위의 종달새,20070517,2816
줄리 & 줄리아,20091210,34153
줄리아의 눈,20110331,236365
줄리에타,20161117,9519
줄탁동시,20120301,3716
중2병이라도 사랑이 하고 싶어! 극장판,20140206,14064
중2병이라도 사랑이 하고 싶어! 테이크 온 미,20180510,26612
중경,20081106,1106
중경삼림,19950902,94410
중독노래방,20170615,8916
중독애,20140716,1547
중천,20061221,1421412
중화 명탐정,20130726,2673
쥬라기 공원,19930717,43187
쥬라기 월드,20150611,5547463
쥬라기 월드: 폴른 킹덤,20180606,5661128
쥬라기 펫의 모험,20191224,1602
쥬라기 프레데터,20191216,2013
쥬랜더 리턴즈,20160831,7853
쥬로링 동물탐정 극장판,20141218,25391
쥬만지: 넥스트 레벨,20191211,1057269
쥬만지: 새로운 세계,20180103,1711246
쥴 앤 짐,19970104,3309
쥴리의 육지 대모험,20110908,191783
즐거운 경찰,20050715,1046
즐거운 인생,20070913,1202719
증발,20201112,4089
증인,20190213,2535012
지.아이.조 2,20130328,1855917
지.아이.조 : 전쟁의 서막,20090806,2665886
지.아이.조 : 전쟁의 서막+업(자막)+국가대표,20090806,1118
지골로 인 뉴욕,20140925,30140
지구,20080904,217279
지구 최후의 밤,20190725,6724
지구 침공: 컨테이젼,20200608,6716
지구: 놀라운 하루,20180222,30200
지구가 멈추는 날,20081224,1576492
지구공룡대탐험,20190815,19419
지구대표 롤링스타즈,20110324,35578
지구침공: 인류 최후의 날,20180423,2882
지금 만나러 갑니다,20180314,2602273
지금 사랑하는 사람과 살고 있습니까?,20070815,1042955
"지금, 만나러 갑니다",20050325,180524
"지금, 이대로가 좋아요",20090423,21670
지금은맞고그때는틀리다,20150924,80841
"지난 여름, 갑자기",20121115,3389
지니어스,20170413,27224
지니어스 독,20200916,4828
지랄발광 17세,20170628,83258
지렁이,20170420,1921
지미스 홀,20141009,11695
지붕 위의 바이올린,19740717,1242
지상의 별처럼,20120906,24965
지슬 - 끝나지 않은 세월2,20130321,145448
지오스톰,20171019,1028384
지옥의 묵시록 리덕스,20010830,2808
지옥의 묵시록 파이널 컷,20201126,3663
지옥이 뭐가 나빠,20141113,1922
지옥화,19580420,3846
지저귀는 새는 날지 않는다,20200716,8814
지저스 크라이스트 슈퍼스타,20121122,6859
지킬 앤 하이드,20130306,7304
지푸라기라도 잡고 싶은 짐승들,20200219,629249
지휘자를 위한 1분,20141204,2097
직쏘,20171102,112237
직지코드,20170628,10639
진격의 거인: 자유의 날개,20151210,6026
진격의 거인: 홍련의 화살,20150128,24450
진링의 13소녀,20131114,1654
진범,20190710,168119
진저 앤 로사,20140515,3224
진주 귀걸이를 한 소녀,20040903,60904
진짜로 일어날지도 몰라 기적,20111222,44950
질투,20150409,2820
질투의 역사,20190314,3372
짐승의 끝,20110317,1250
짐작보다 따뜻하게,20160519,1023
집 나온 남자들,20100408,25773
집 이야기,20191128,9956
집결호,20080306,72351
"집에 돌아오면, 언제나 아내가 죽은 척을 하고있다",20200220,2462
집오리와 들오리의 코인로커,20080828,3985
집으로 가는 길,20131211,1854869
집으로...,20020404,7752
집의 시간들,20181025,3083
집행자,20091105,393019
짓,20130925,23052
징기스칸,19770318,9696
징기스칸 2014,20140320,1120
징기스칸 : 제국의 건설,20130208,1821
짚의 방패,20130829,5894
짝패,20060525,1021638
짱구는 못말려 극장판 : 정면승부! 로봇아빠의 역습,20150423,150226
짱구는 못말려 극장판 : 초시공! 태풍을 부르는 나의 신부,20110505,351742
짱구는 못말려 극장판: 나의 이사 이야기 선인장 대습격,20160107,202538
짱구는 못말려 극장판: 태풍을 부르는 황금스파이 대작전,20120426,272062
짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,20170125,119197
짱구는 못말려 극장판:태풍을 부르는 나와 우주의 프린세스,20130425,217320
짱구는 못말려 극장판:태풍을 부르는 노래하는 엉덩이 폭탄,20090924,146748
짱구는 못말려 극장판：엄청 맛있어! B급 음식 서바이벌!,20140403,84306
쩨쩨한 로맨스,20101201,2067538
찌라시: 위험한 소문,20140220,1221427
차가운 장미,20140529,11744
차우,20090715,1778843
차이나타운,20150429,1472147
차이니즈 조디악,20130227,315314
차일드 44,20150528,21604
차일드 인 타임,20200109,6106
차일디쉬 게임즈,20130926,1560
차타레부인의 사랑,19810801,3619
차형사,20120530,1346754
착신아리,20040709,235702
착신아리 파이널,20060622,261133
착신아리2,20050429,292882
찬실이는 복도 많지,20200305,29575
찰리 바틀렛,20080710,7115
찰리 컨트리맨,20140828,4692
찰리와 초콜릿 공장,20050916,1282348
찰리윌슨의 전쟁,20080206,169669
찰스 디킨스의 비밀 서재,20180111,7909
참새들의 합창,20100505,3827
참외향기,20180531,1257
참을 수 없는,20101021,75740
창궐,20181025,1599621
창문 넘어 도망친 100세 노인,20140618,243477
창수,20131128,429141
창피해,20111208,3234
채비,20171109,177439
채식주의자,20100218,3536
채피,20150312,573661
챔프,19790908,2628
챔프,20110907,535657
챔피언,20180501,1128774
챔피언 마빡이,20070808,6825
챔피언 프로그램,20151028,6301
챔피언스,20190207,4505
처음 본 그녀에게 프로포즈하기,20090909,34690
척 앤 래리,20070906,55875
천공의 성 라퓨타,20040430,21592
천국보다 낯선,19951111,4076
천국에 다녀온 소년,20140612,41957
천국을 향하여,20060413,1658
천국의 속삭임,20091217,7767
천국의 아이들,20010316,2057
천국의 아이들,20120524,3562
천국의 아이들 2 - 시험보는 날,20051117,16520
천국의 우편배달부,20091112,95060
천군,20050715,933147
천녀유혼,19871205,2920
천녀유혼,20110512,66357
천년여우,20040709,5472
천년여우 여우비,20070125,460925
천년을 흐르는 사랑,20070308,2033
천년학,20070412,138195
천로역정: 천국을 찾아서,20190613,297891
천리마 축구단,20050826,1902
천리주단기,20060720,1613
천문: 하늘에 묻는다,20191226,2000648
천번의 굿나잇,20140703,10209
천사와 악마,20090514,1906687
천사의 숨소리,20120223,1873
천상고원,20070531,1100
천상의 소녀,20060202,3221
천안함 프로젝트,20130905,21321
천일의 스캔들,20080320,693836
천장지구,19901013,1413
천재 강아지 미스터 피바디,20140424,385552
천주정,20140327,6545
천지창조 / 더 바이블,19860301,2661
천하무적 키코리키,20140717,21889
천하장사 마돈나,20060831,575381
천하칠검 양가장,20130502,3706
천화,20180125,1776
철가방 우수氏,20121122,92404
철낭자,19710430,1201
철도원,20000204,2185
철벽선생,20190314,22600
철부지 아씨,19680314,3719
철수♡영희,20050107,4504
철암 계곡의 혈투,20120712,1002
철없는 그녀의 아찔한 연애코치,20070405,207413
철원기행,20160421,4235
철의 꿈,20141113,1440
철의 심장을 가진 남자,20181108,3543
철의 여인,20120223,144409
첫눈,20071101,19734
첫눈이 사라졌다,20211020,8358
첫키스만 50번째,20040415,220294
첫키스만 50번째,20200326,2235
청년 마르크스,20180517,6044
청년경찰,20170809,5653444
청담보살,20091111,1308810
청설,20100617,23625
청야,20131226,4550
청연,20051229,496061
청원,20111102,78766
청춘 돼지는 꿈꾸는 소녀의 꿈을 꾸지 않는다,20190822,11641
청춘 합창단 - 또 하나의 꿈,20170615,7269
청춘만화,20060323,1567514
청춘빌라 살인사건,20200102,1171
청춘선거,20210617,2088
청춘쌍곡선,19560410,1472
청춘의 증언,20150409,8622
청춘적니,20220112,14876
청춘학당 : 풍기문란 보쌈 야사,20140327,3772
청킹맨션,20220421,2010
청포도 사탕: 17년 전의 약속,20120906,1638
청풍자,20141016,1052
체 게바라 : 뉴맨,20121129,1186
체 게바라: 1부 아르헨티나,20190613,4210
체 게바라: 2부 게릴라,20190613,3290
체르노빌 1986,20210630,23773
체르노빌 다이어리,20140213,1250
체리 향기,19980101,1012
체브라시카,20131114,6302
체실 비치에서,20180920,30421
체온 – 그녀의 온도,20130926,1591
체이싱,20200423,1005
체인드,20130718,2210
체인지오버,20190926,1035
체인질링,20090122,519127
체인징사이드: 부부탐구생활,20121004,6364
체크 히어로,20191023,14088
체포왕,20110504,870887
첼로-홍미주 일가 살인사건,20050818,158318
초(민망한)능력자들,20110707,18210
초감각 커플,20081127,3732
초능력자,20101110,2130645
초대받은 사람들,19811024,2656
초미의 관심사,20200527,16160
초속5센티미터,20070621,47465
초승달과 밤배,20050825,3518
초원의 빛,19720318,19265
초원의 왕 도제,20140327,21424
초이스,20181108,2380
초인,20160505,6811
초코초코 대작전,20090501,20203
초콜렛 도넛,20141002,34118
초한지 - 천하대전,20120111,94652
초한지: 영웅의 부활,20130328,8722
초합금 로보트 쏠라 123,20100501,1936
초행,20171207,7593
최강로맨스,20070125,1190703
최강전사 미니특공대 : 새로운 악당의 습격,20150205,155503
최강전사 미니특공대: 영웅의 탄생,20160204,117446
최면,20210324,55017
최민수의 어쌔씬 코드,20131224,5320
최선의 삶,20210901,11680
최악의 이웃과 사랑에 빠지는 방법,20160407,10523
최악의 하루,20160825,81641
최종병기 활,20110810,7470633
최종병기 활 감독확장판,20111020,11547
최후의 Z,20161228,3449
최후의 툰드라-극장판,20110217,10203
추격자,20080214,5046096
추격자: 살인자의 증거,20190724,24337
추룡 2 : 패왕,20210401,1023
추방된 사람들,20050520,3715
추억의 검정고무신,20201119,20113
추억의 마니,20150319,37228
추적,20081120,16228
추적자,20140306,10502
축복의 집,20220224,1546
춘몽,20161013,14744
"춘천, 춘천",20180926,1531
춘하추동 로맨스,20141204,1217
춘희막이,20150930,29543
출국,20181114,81880
출동! 도토리 구조대,20190328,11676
출동! 소방관 샘: 외계인 대소동,20181108,11364
춤추는 꿈틀이 밴드,20100204,10885
춤추는 숲,20130523,8695
충격과 공포,20180906,1661
취한 말들을 위한 시간,20040730,1099
치어 댄스,20170921,2186
치어리더 캠프,20130704,1543
치에리와 체리,20180927,4812
치외법권,20150827,346483
